review_rating,review_text,review_text_plus,review_text_minus
5,"Достоинства:Кроссовки хорошие, но маловаты. Возврат",,
5,"Достоинства:Мягкие, удобные
Недостатки:Нет",,
5,"Достоинства:Хорошие красовки, удобные",,
5,Достоинства:Супер,,
1,Недостатки:Ужасное качество 1000₽ цена таких крассовок,,
1,Недостатки:не рабочий Gore-tex,,
5,Достоинства:Данную модель берём 3 раз. Качество проверим. На 42 в размер. Сыну на широкую ногу отлично,,
5,Достоинства:Четкие,,
5,Достоинства:Спасибо большое,,
5,"Достоинства:Заказала на размер больше
Недостатки:Маломерят",,
5,Достоинства:Кроссовки хорошего качества идут в размер. На широкую ногу тоже хорошо сели.,,
5,Хорошие кроссовки,,
5,Мужу понравились.,,
5,Достоинства:Маломерки на 1 размер точно,,
5,"Достоинства:Отлично всё подошло, заказывал 42 размер у самого 41",,
4,Маломерят на размер,,
5,"Достоинства:Очень хорошие кроссы,но маломерят на размер,возврат,перезаказала на больше размером.
Недостатки:Немного с запахом резины",,
5,"Достоинства:Не подошёл размер
Недостатки:Нет",,
5,Достоинства:Отличные. размер в размер. Но выбор пал на другой с шерстью.,,
5,"Достоинства:Очень понравились кроссовки, но отказ к большому сожалению, маломерят.",,
1,Размер указанный в описании сантиметра на полтора меньше указанного.,,
5,Классные кроссовки,,
5,Достоинства:Реплика. Но очень приличная.,,
2,"Достоинства:Хорошие, но не подошли по размеру, маломерят",,
4,Недостатки:Маломерят,,
5,"Достоинства:Не понравилось, возврат. Жесткие, и снаружи выглядит как будто клеенка. Сомневаюсь, что носились бы",,
5,"Достоинства:Хорошие кроссовки.
Недостатки:Маломерят на 2 размера.",,
5,"Достоинства:Хорошая модель
Недостатки:Маломерят на 2 размера.",,
1,Очень дешевая качество,,
5,"Достоинства:Свою цену вполне оправдывает
Недостатки:Запах, но это быстро выветриться должно
Комментарий:Норм",,
1,"Достоинства:Их нет
Недостатки:Отвратительное качество, все криво склеено, какие-то следы лишние от предыдущего лейбла.
Комментарий:Ужас. Не рекомендую",,
4,"Достоинства:На 43 р заказали 44 оказались маловаты, перезаказали на 45 р. А так красовки отличные",,
5,"Достоинства:Качество хорошее,посмотрим на тренировке",,
5,"Достоинства:Кроссовки отличные, лёгкие, качественные, тонкие, но за счёт мембранной ткани внутри Тёплые. Маломерят на размер. Пришлось перезаказать на размер больше.",,
5,Недостатки:Маломерят сильно,,
5,"Достоинства:Непромокаемы слеланы неплохо
Недостатки:Заказал не по погоде отказался подошва жестковата",,
4,"Достоинства:Вроде качество и дизайн ок, но по размеру не подошли, у меня 41 и брал 41 , а они маленькие , возврат, буду перезакащывать на размер больше",,
1,"Достоинства:Хорошая реплика
Недостатки:Не оригинал",,
5,"Достоинства:Очень удоьная модель , берем только ее для спорсменов/ лыжников для тренировок . Комфортно . Даже зимой , с носком термо бегают они зарядки ( не холодно, не скольско ).",,
2,"Достоинства:Качества нет, зато есть неприятный запах. Маломерят на пару сантиметров. Точно не Nike. Но самое главное - нет гарантийного срока. То есть немного поносить, что-то протрется или лопнет - и привет ! Не сдать и не обменять. Не, такой спорт нам не нужен :)",,
3,"Достоинства:Выглядят на ноге четко, матерьял и в целом исполнение не плохое
Недостатки:Подошва в области пятки проминается очень сильно, в морозы не известно как поведёт себя, в -10 или -15 я думаю пойдут. Во мне 98кг. Если уж и брать их то человеку хотя бы весом кг 85 хотя бы. Тогда четко будет. Брал 44 размер, на теплый носок у меня 43 размер. Сели как надо. Короче подошва это основное при примерке обратите внимание своё.
Комментарий:Короче, хорошие, интересные. Но каждому своё. Для норм пацана))) но не для моей массы. Берите если в вас 85 кг. Но я думаю что всё таки она деформируется из за мороза",,
3,"Недостатки:Приведите шкалу размеров в порядок.У вас на сайте 44размер соответствует 28,5 см .А на обуве и на коробке написано 28см. Это не серьезно. Как выбрать если всё не соответствует. Приведите в норму размеры.",,
