review_rating,review_text,review_text_plus,review_text_minus
5,Достоинства:Удобные. посмотрим сколько прослужат.,,
5,"Достоинства:Норм ботинки, тёплые с толстыми носками комфортно, стелька кайфово обжимает стопу.",,
5,"Достоинства:Очень качественые, товар полностью соответствует описанию, стельки очень порадовали.
Недостатки:Нет
Комментарий:Подошва невероятно крепкая",,
4,Недостатки:Маломерят,,
5,Достоинства:Хорошия трекинговая обувь,,
5,"Достоинства:Классные кроссовки очень удобные
Недостатки:Нет",,
5,"Достоинства:Очень красиво смотряться на ноге , качественные , размер в размер, даже не мерили стельку , какой обычно носит , тот и заказали и прям четко сели на ноге
Недостатки:Нету
Комментарий:Очень качественные и красивые",,
5,"Достоинства:Выполнены качественно .красивые
Недостатки:На стопу 29,5 размер 46 не подходит
Комментарий:Хорошие, но маломерят на размер",,
5,"Достоинства:Очень удобные, муж в восторге, носит всегда 42,по размерной сетке взяли 44,всё подошло, спасибо.
Недостатки:Нет",,
5,Достоинства:Хорошие кросы. Можно покупать На42 надо 43,,
5,"Достоинства:Кроссовки очень понравились 42 на 41,5 в идеале.
Недостатки:Нет
Комментарий:Походим, посмотрим как будут носиться",,
5,"Достоинства:Теплые, по ноге ! Отличные
Недостатки:Их нет!!!!!",,
5,Достоинства:Отличная обувь,,
5,"Достоинства:Все соответствует описанию. На 42 размер (27 см ступня) взял 43. Сидят идеально. Ноге очень удобно. Пробовал вставлять вместо родной зимнюю стельку (6 мм). Также очень удобно, значит можно будет таскать в неболшие морозики. Выглядят на ноге стильно. Однозначно рекомендую, хоть и покупаю эту фирму впервые, и не носил еще. Время покажет.",,
5,"Достоинства:Отличные кросовки, размер в размер подошли. Если так как выглядят и сделаны, будут носиться, тогда они будут вообще безценные",,
5,"Достоинства:Очень приятные на ощупь,мягкие,на 45 размер подошли",,
5,"Достоинства:Мягкие ,удобные,на 45 размер подошли",,
5,"Достоинства:Очень приличные кроссовки
Комментарий:Муж носит с удовольствием",,
5,Достоинства:Всё хорошо. Удобные.,,
4,"Сыну заказывала, ему не понравилась модель и размер не подошел",,
5,"Достоинства:Хорошие кроссовки. Удобные
Комментарий:Сыну понравились, но чуть не подошел размер. Маломерят что ли?",,
5,"Достоинства:Качественные на 42р заказала 43, подошли на широкую ногу.",,
5,"Классные, но маломерят, ошибся размером.",,
4,"Достоинства:Удобные, подошва мягкая. Стельки ортопедические, очень удобно, за качетво по износостойкости скажу после носки.
Недостатки:Нет
Комментарий:Подошва толстая с протектором, от асфальта холод не идёт, значит и зимой будет комфортно, лёгкие.",,
5,"Достоинства:Супер, рекомендую",,
4,"Достоинства:Нога в них свободно себя чувствует
Недостатки:Не красивые для девушки, сомнительное качество обуви, виден чутка клей
Комментарий:Я дама с большим размером ноги и рассматривала мужскую обувь, не понравились, громоздкие и не красивые",,
5,"Достоинства:Внешне понравились, вроде удобные,
Недостатки:Маломерят, не подошли.",,
5,Достоинства:Муж доволен,,
5,Достоинства:Размер один в один.,,
5,Достоинства:хорошего качества но увы такое ощущение что маломерят (,,
5,Достоинства:Хорошие кросовки. Крепкие. Брал на размер больше подошли хорошо.,,
5,"Достоинства:Легкие, удобные
Недостатки:Нет
Комментарий:Супер, понравились!",,
5,"На один размер маломерит, перезаказ",,
5,На 42 малы,,
5,Достоинства:Мужу подошло понравилось,,
1,Заказывал 43 пришел 44. Отказ,,
5,"Достоинства:Кроссовки хорошего качества ,идут размер в размер
Недостатки:Неи",,
5,Достоинства:хорошие,,
5,Достоинства:Отличные кроссовки. Спасибо большое продавцу. 👍 Рекомендую 👍👍👍,,
5,Достоинства:Очень хороший материал мягкая подошва рекомендую,,
5,Достоинства:Отличные ботинки. На 43 размер ноги с косточкой подошёл 44 размер ботинок.,,
5,"Достоинства:Кроссовки суперклассые
Недостатки:Нет
Комментарий:Муж в восторге",,
5,"Достоинства:Хороший товар
Недостатки:Нет",,
5,"Достоинства:Отличные, но маломерят, заказала на размер больше",,
5,"Достоинства:Супер кроссовки, хорошо проклеены
Недостатки:Нет
Комментарий:Легкие и удобные",,
4,"Достоинства:Не нашел
Недостатки:Не поразмеру",,
3,Достоинства:Грубоваты...,,
5,"Отличные кросовки, рекомендую покупать.",,
5,"Достоинства:Л5гкие,размер в размер.",,
5,"Достоинства:Мужу понравились,очень удобные,посмотрим как будут носиться",,
5,"Достоинства:Крепкие,прочная подошва. Теплые хотя и не зимние.
Недостатки:Пока не заметил.
Комментарий:Очень комфортная мягкая стелька. Заменил шнурки на эластичные чтобы ускорить процесс одевания без постоянного развязывания и завязывания!",,
5,"Достоинства:Сутки,полет нормальный.качественно собрано.не жмут.размер в размер.",,
5,Достоинства:Отличные колеса,,
5,"Достоинства:Кроссовки выглядят достойно.Хорошо сшиты.Соответствует описанию.
Комментарий:Мужу понравились кроссовки. Качество и цена просто сказка.",,
5,"Достоинства:Хорошо сделаны ,удобные на ноге,
Недостатки:Вроде нету
Комментарий:Посмотрим как будут в носке",,
5,"Достоинства:На вид хорошие кроссовки,размер заказывал 42,всё норм,ещё не использовал.",,
5,Отличные кроссовки,,
5,"Достоинства:Хорошее качество. Удобные, лёгкие. Рекомендую",,
5,"Достоинства:Легкие, стильные, понравились!
Недостатки:Легкий запах химии
Комментарий:Стоят своих денег!",,
5,"Достоинства:Легкие и очень удобные
Недостатки:все так
Комментарий:супер",,
4,Достоинства:Нормально,,
5,Достоинства:Отличные кроссовки.,,
5,Достоинства:Маломерят,,
4,"Достоинства:Сделаны качественно
Недостатки:Нет
Комментарий:Кроссовки жёсткие ( для кого-то это достоинство, для кого-то недостаток), узкие (мне на широкую стопу не подошли). Пошив достаточно крепкий и добротный.",,
5,"Достоинства:Выглядит обувь качественно, действительно маломерит, на 44 размер подошли 45-е. Ногам комфотрно",,
4,"Достоинства:Обычные хорошие кроссовки. В размер.
Недостатки:Кожа оставляет желать лучшего.
Комментарий:Цена соответствует.",,
4,Достоинства:Шикарные Отличные Качественные На 100 . Но дома еще померили Решили перезаказать на размер больше .,,
5,"Достоинства:Красивые, удобные
Недостатки:Пока нет отрицания
Комментарий:длина стопы 27.5, широкая с подъемом подошли. Весной посмотрим на стойкость. Спасибо!",,
5,"Достоинства:Понравились. Смотрятся достойно.
Недостатки:На полную ногу тесно
Комментарий:Стопа 27.5 , широкая с высоким подъемом влезли, но туговато. Отказ в пользу других этого же продавца. А так-рекомендую.",,
5,"Качество хорошее, таблица размеров не верная?",,
5,"Достоинства:Легкие, удобные берите на размер больше не будет проблем, с разнашиванием.",,
5,"Достоинства:Очень удобные кроссовки,мужу понравились.
Недостатки:Нет
Комментарий:Супер,к покупке советую.",,
5,"Достоинства:Удобные, привлекательный внешний вид
Недостатки:Вес",,
5,Достоинства:Привет,,
5,"Достоинства:Хорршая стелька
Недостатки:Маломерят",,
3,Недостатки:Мысы криво сшитый и в некоторых местах видно очень сильно клей,,
5,"Достоинства:Кросовки отличные, качественные. Спасибо производителю. Упакованы хорошо.
Недостатки:Нет",,
5,Достоинства:Кросовки мне понравились. Сделаны качественно. Очень удобные. Стелька принимает форму стопы. Я доволен.,,
