review_rating,review_text,review_text_plus,review_text_minus
1,"Разочарование, маломерит",,
5,"Очень хорошая обувь. Лёгкие, из натуральной кожи ботинки. Сын доволен. Благодарю.",,
1,Кожазаменитель,,
5,Отличная кроссовка Спасибо большое лёгкий и удобно,,
1,Ярко выраженая кожа дерматина натянутая на ужасную колодку с размером -3 от заявленного размера. Снова убедился что обувь.и одежду надо брать в магазине.,,
5,Маломерит 43 на 42,,
5,"На размер 42 отлично подошли размер 43. Удобные, комфортные....Муж доволен. Спасибо продавцу и валдберис на организацию доставки.",,
1,"Покупала ранее такие кроссовки белого цвета, муж носит и доволен. Но черные прислали откровенный дермантин!",,
5,Хорошие ...мне понравились ..размер соответствует.,,
5,"Всё хорошо, сын доволен",,
3,"Две пары мужских кросовок этого производителя уже носят мужчины в семье, заказали эту модель, чуть отличающуюся от предыдущей, но похожую. Кроссовки в размер, пришли быстро, но подошва скрипела при ходьбе так, что молодой человек тут же напрягся и сказал НЕТ, отказ. Будем пробовать другие модели Тигины, нам нравится эта обувь",,
5,"Отличные кросы за такую цену, брали мужу для работы, маломерят на 1 размер, кожанные, литая подошва, для молодёжи не совсем актуально, фабрика Тигина находится в Приднестровье, они уже много лет работают на экспорт в Германию, и владелец там немец, так что заказывайте, не пожалеете, цена - качество на высоте, очень удобные",,
5,"Пришли во время. Кроссовки хорошие, мягкие.",,
3,Не кожа.это точно.сильно маломерит.на широкую ногу.,,
4,"Царапины на носке одного ботинка. В целом обувь хорошая, мужу понравились, поэтому забрали",,
5,"Аккуратно сшиты, хорошая подошва, стелька мягкая пена, соответствуют размерам из размерной таблицы",,
4,"Качество понравилось, всё аккуратно",,
4,"Кожа, единственный минус это узкие. Даже после двух месяцев они не растянулись.",,
5,"Лёгкие, мягкие, но краска будет шулупониться",,
4,"В целом неплохие кроссовки. Мягкие. Удобные в носке. Но не натуральная кожа. Минус звезда. Наносил обувной крем, за ночь не впитывается, как на кожаных. Чтобы избавиться от лакового блеска, протрите пару раз тряпочкой со спиртом.",,
5,Маломерят. На 45-й размер взял 46-й размер. Подошли идеально. Качество очень хорошее. Выглядят тоже хорошо. Рекомендую к покупке.,,
5,"Отличные. Маломерят на размер. Купила уже вторые мужу, первые носил три сезона, пока не развалились.",,
5,"Мужу все понравилось. Говорит, что удобные, мягкие. Выглядят очень миниатюрными и узкими, но на самом деле размер в размер. Спасибо!",,
5,"В размер, но узкие",,
5,Хорошие кросы. Подошли идеально.,,
3,"Брал 43 , у самого 42-43 жмут , берите на размер больше точно , не жёсткие, удобно, но запах жуткий... 👃 время покажет не про меня брать не стал .",,
5,"Мужу понравились, маломерки",,
5,Хорошие. Надо брать на размер больше.,,
4,Неплохая обувь. Оказались малы. Возврат.,,
4,"Обувь хорошая, кожа мягкая, смотрятся отлично, но маломерят нужно на размер больше заказывать, поэтому возврат.",,
5,"Ботинки классные, но маломерки. На 39 хорошо, мягкие, у сына нога чуть больше, ему уже малы. Нужны 41, а этого размера уже нет 😔",,
4,"Берите на размер больше, узковаты, заказывал два раза и оба раза прошиты чёрными нитками, хотя на фото белые.",,
5,"Кроссовки очень понравились, но к сожалению не подошел размер. Будем перезаказывать на 44р.",,
5,"У меня 44 размер, по размерной сетке на сайте соответствует, длина ступни 28,2. Но кроссовки на размер меньше и на очень, очень узкую ступню. При покупке такого размера других брендов проблем нет, там 44 размер равен 44 размеру. Сами кроссовки хорошие по ним вопросов нет. Но и размера 45 на сайте в наличии нет. Отказался.",,
5,"Кроссовки идут в размер. Кожа мягкая, резинка тугая, на ноге смотрятся хорошо. Надеюсь, осенью при ношении всё будет норм.",,
5,НА НОГЕ ХОРОШО,,
5,"Узковаты, а так норм!",,
5,Супер доставка,,
5,"Хорошая кожа, в размер, мягкие стельки. Пришли с чёрной отсрочкой. Заказывал на размер больше, по длинне немного свободны.",,
5,"Муж говорит очень хорошо, все в размер, ноге удобно!",,
5,"Кроссовки замечательные, оказались малы. Перезаказали на размер больше.",,
4,"Идут в размер, но точно не на широкую ногу!!!!!!!! Отказ.",,
4,"Кроссовки в размер, но на узкую ногу. Отказ.",,
5,Все хорошо размер норма на полную ногу,,
5,Соответствуют описанию,,
5,Брала для сына. Он доволен. Качество прекрасное. На ноге сидят хорошо. Идут в размер.,,
5,Отличные крепкие туфли!,,
5,На стопу 28.5 см чуть-чуть велики. В целом понравились.,,
5,"Туфли очень удобные, лёгкие. На 42-й взяли 43-й, подошли хорошо. В описании написано, что внутри кожа, на самом деле текстиль. Но это не критично. Покупкой довольны. Хочется такого же качества демисезонные.",,
5,"Кроссовки качественные, но ребенку не понравилось сочетание с спортивным костюмом. Возврат",,
1,Подъём маленький нога мужа не влезла. На подростка,,
5,Отличные кроссовки. Сыну понравилось. В школу то что надо.,,
5,"описанию соответствуют на 40,5 размер 41 подошел немного туговаты резинки но думаю для кожаной обуви это проходимо",,
5,Качество хорошее но на узкую ногу к сожелению мужу не подошли,,
5,"Верхняя часть натуральная кожа, к сожалению внутри текстиль( синтетика). Удобные, ногу не сдавливает. Но для улучшения комфорта ходьбы не хватает подъёма в подошве.",,
5,"Качественная обувь, муж даволен",,
5,"Качество хорошее для 2000 рублей, мягкие, удобные, но большемерят на размер.",,
5,"Брала для мужа два размера на 42,подошёл 42,размер в размер.43 -й вернули.Удобные рекомендую.",,
5,"На 42 подошёл 44. Подъем средний, стандартный, немного давит резинка. Ещё функционально не использовали.",,
3,"Маленькие, узкие, на вид гораздо хуже фото",,
5,"Ношу 42, брал две пары на примерку - забрал 42, так как 43 немного уже хлябает - плюс если это действительно кожа то она растянеся со временем. Качество изделия - хорошее.",,
