review_rating,review_text,review_text_plus,review_text_minus,review_text_comment
5,"Достоинства:Натуральная кожа и мех. Пошиты очень хорошо, качественно, не тяжелые. Доставили очень быстро. Спасибо продавцу !
Недостатки:Пока не выявили.","Натуральная кожа и мех. Пошиты очень хорошо, качественно, не тяжелые. Доставили очень быстро. Спасибо продавцу !",Пока не выявили.,Нет
5,Классные. Очень стильно смотрятся. Супругу понравились,Нет,Нет,Классные. Очень стильно смотрятся. Супругу понравились
4,"Достоинства:Действительно нат.кожа и замша. Очень качественно изготовлены,не ожидал.(Россия)Внутри нат.шерсть.Никаких торчащих ниток,никакого лишнего клея.,,,
Недостатки:Пока не обнаружил.
Комментарий:На ноге-супер! Немного тяжеловаты(подошва не тонкая),но для зимы самое то.Комфортны и красивы!Считаю стоят этих денег.Будем носить,посмотрим.","Действительно нат.кожа и замша. Очень качественно изготовлены,не ожидал.(Россия)Внутри нат.шерсть.Никаких торчащих ниток,никакого лишнего клея.,,,",Пока не обнаружил.,"На ноге-супер! Немного тяжеловаты(подошва не тонкая),но для зимы самое то.Комфортны и красивы!Считаю стоят этих денег.Будем носить,посмотрим."
5,"Достоинства:Мужу понравились, спасибо!","Мужу понравились, спасибо!",Нет,Нет
5,"Достоинства:Классные кроссы. Даже удивительно, что отечественные. Рекомендую.","Классные кроссы. Даже удивительно, что отечественные. Рекомендую.",Нет,Нет
5,"Достоинства:Хорошее качество
Недостатки:Не подошел размер",Хорошее качество,Не подошел размер,Нет
5,"Достоинства:Кроссовки четкие, теплые, качество отличное! Нам не подошёл размер, я перезаказала","Кроссовки четкие, теплые, качество отличное! Нам не подошёл размер, я перезаказала",Нет,Нет
5,Просто чудесное качество. Умеют же некоторые производить такую обувь. Пять звёзд!,Нет,Нет,Просто чудесное качество. Умеют же некоторые производить такую обувь. Пять звёзд!
5,Достоинства:Размер соответствует 46 на 46. Смотряться хорошо. Аккуратно. Удобные. Понравились,Размер соответствует 46 на 46. Смотряться хорошо. Аккуратно. Удобные. Понравились,Нет,Нет
2,"Достоинства:Классный дизайн!!!
Недостатки:Очень сильно низкий подьем",Классный дизайн!!!,Очень сильно низкий подьем,Нет
5,Зверь кроссы! Даже мерить не стал!!!! Забрал так! Качество супер! Давно такого не встречал!,Нет,Нет,Зверь кроссы! Даже мерить не стал!!!! Забрал так! Качество супер! Давно такого не встречал!
5,"Достоинства:🤘🤘🤘
Недостатки:Нет.
Комментарий:Все норм, как будут носиться посмотрим!!",🤘🤘🤘,Нет.,"Все норм, как будут носиться посмотрим!!"
5,"Неплохие кроссовки, но выбор в пользу других",Нет,Нет,"Неплохие кроссовки, но выбор в пользу других"
5,"Достоинства:Качество на высоте, полноразмерные.","Качество на высоте, полноразмерные.",Нет,Нет
5,"Достоинства:Очень красивые
Недостатки:Узкие. Сыну тесноваты по полноте",Очень красивые,Узкие. Сыну тесноваты по полноте,Нет
5,"Достоинства:Шикарные Удобные Комфортные
Недостатки:Нету
Комментарий:Просто Огонь 🔥",Шикарные Удобные Комфортные,Нету,Просто Огонь 🔥
5,"Достоинства:Отличный товар , на ноге сидит как надо , тёплые, берите не пожалеете","Отличный товар , на ноге сидит как надо , тёплые, берите не пожалеете",Нет,Нет
5,Достоинства:в размер.не скользят.,в размер.не скользят.,Нет,Нет
5,Достоинства:Кроссы понравились.Все норм,Кроссы понравились.Все норм,Нет,Нет
5,"Достоинства:Хорошие, в размер, отказ в пользу других.","Хорошие, в размер, отказ в пользу других.",Нет,Нет
5,"Достоинства:качество
Недостатки:тяжеловаты
Комментарий:Красивые,качество.Приятно, что такую обувь шъют в России.Тяжеловаты,ботинок 600 гр,это много.Советую производителю пересмотреть материал подошвы,мне кажется она столько весит,но может и нет,я не спец.Очень удобная колодка,молодцы,еще поищешь такую.Вообщем и целом,твердые 5 баллов.Идет в размер",качество,тяжеловаты,"Красивые,качество.Приятно, что такую обувь шъют в России.Тяжеловаты,ботинок 600 гр,это много.Советую производителю пересмотреть материал подошвы,мне кажется она столько весит,но может и нет,я не спец.Очень удобная колодка,молодцы,еще поищешь такую.Вообщем и целом,твердые 5 баллов.Идет в размер"
5,"Достоинства:Отличные кроссовки. Мужу очень понравились. Крепкие, красивые, удобные.","Отличные кроссовки. Мужу очень понравились. Крепкие, красивые, удобные.",Нет,Нет
5,Кроссовки отличные но с размером ошибся,Нет,Нет,Кроссовки отличные но с размером ошибся
5,Достоинства:Отличные!,Отличные!,Нет,Нет
5,"Достоинства:Очень даже хорошие..👍 сама модель смотрится очень стильно, внутри натуральный мех, подошва-толстая, кожа.. Что ещк надо..))","Очень даже хорошие..👍 сама модель смотрится очень стильно, внутри натуральный мех, подошва-толстая, кожа.. Что ещк надо..))",Нет,Нет
5,"Достоинства:Красивые , удобные , в размер!
Недостатки:-
Комментарий:Мужу очень понравились. Видно ,что теплые будут.","Красивые , удобные , в размер!",-,"Мужу очень понравились. Видно ,что теплые будут."
5,Достоинства:Неправильно выбрала полноту,Неправильно выбрала полноту,Нет,Нет
5,"Достоинства:Мужу очень, понравились. Брали ещё на примерку в сером цвете, но муж сказал в этом цвете нога себя чувствует лучше. Хотя он такой привередливый 👍","Мужу очень, понравились. Брали ещё на примерку в сером цвете, но муж сказал в этом цвете нога себя чувствует лучше. Хотя он такой привередливый 👍",Нет,Нет
5,Достоинства:Всё нв высшем уровне!!!,Всё нв высшем уровне!!!,Нет,Нет
3,,Нет,Нет,
2,Недостатки:Нет не понравились. Грубые и размер не подошел,Нет,Нет не понравились. Грубые и размер не подошел,Нет
5,Достоинства:Отличные кроссовки. Натуральный ме и кожа.,Отличные кроссовки. Натуральный ме и кожа.,Нет,Нет
4,Достоинства:Более-менее выглядят сносно.,Более-менее выглядят сносно.,Нет,Нет
5,"Достоинства:Кросовки смотрятся реально круто и дорого. Внутри натуральная шерсть, я поджигала выдернув ворс, кто знает, так можно проверить. Но стельку нужно заменить, она искусственная, хотя её не поджигала, просто видно , что это трикотаж. Решили поменять на войлочные стельку. Подошва высокая. Думаю, что будет реально тепло моему мужу. Ему очень нравятся кросовки. Спасибо продавцу.","Кросовки смотрятся реально круто и дорого. Внутри натуральная шерсть, я поджигала выдернув ворс, кто знает, так можно проверить. Но стельку нужно заменить, она искусственная, хотя её не поджигала, просто видно , что это трикотаж. Решили поменять на войлочные стельку. Подошва высокая. Думаю, что будет реально тепло моему мужу. Ему очень нравятся кросовки. Спасибо продавцу.",Нет,Нет
5,Достоинства:Качество хорошее,Качество хорошее,Нет,Нет
5,"Недостатки:Хорошие, не подошли по размеру",Нет,"Хорошие, не подошли по размеру",Нет
