review_rating,review_text,review_text_plus,review_text_minus,review_text_comment
5,"Недостатки:Запах сильный.
Комментарий:Согласно размерной сетки продавца все отлично село. Но запах... выветривали сутки на морозе",Нет,Запах сильный.,Согласно размерной сетки продавца все отлично село. Но запах... выветривали сутки на морозе
5,Отличные,Нет,Нет,Отличные
5,Достоинства:Хорошие жаль большие,Хорошие жаль большие,Нет,Нет
5,"Достоинства:Легкие, удобные, внешний вид хороший, своих денег стоят.
Недостатки:Не нашел. Как вариант шнурки может чуть длиньше надо, но это тоже лично мое мнение, каждый может за 50р дополнительно купить более длинные.
Комментарий:Местами есть следы клея, но это база *** кроссовок такого типа ии цены, не очень и заметен клей. Мех конечно не натуральный, но это тоже база, не считаю минусом. За такие деньги очень достойные кроссовки на зиму Зима покажет на сколько их хватит.","Легкие, удобные, внешний вид хороший, своих денег стоят.","Не нашел. Как вариант шнурки может чуть длиньше надо, но это тоже лично мое мнение, каждый может за 50р дополнительно купить более длинные.","Местами есть следы клея, но это база *** кроссовок такого типа ии цены, не очень и заметен клей. Мех конечно не натуральный, но это тоже база, не считаю минусом. За такие деньги очень достойные кроссовки на зиму Зима покажет на сколько их хватит."
4,Сидят хорошо. Но подошва не даёт ноге свободно сгибаться. Зять отказался,Нет,Нет,Сидят хорошо. Но подошва не даёт ноге свободно сгибаться. Зять отказался
5,"Достоинства:Отличное качество, но в слякоть они промокнут.","Отличное качество, но в слякоть они промокнут.",Нет,Нет
5,"Достоинства:Классные кросовки, не подошли по размеру.","Классные кросовки, не подошли по размеру.",Нет,Нет
5,"Хорошие, аккуратные, прошитые, но сыну не понравились...Взяла другие... Извините.",Нет,Нет,"Хорошие, аккуратные, прошитые, но сыну не понравились...Взяла другие... Извините."
1,"Очень жёсткие, нога, как в колодках. Отказ",Нет,Нет,"Очень жёсткие, нога, как в колодках. Отказ"
5,"Достоинства:Соответсвуют описанию, теплые, на размер 46 отлично подошли, в размер. На улице не проверяли. Без клея, есть запах но это не критично. Выветриться
Недостатки:Нету
Комментарий:Понравились","Соответсвуют описанию, теплые, на размер 46 отлично подошли, в размер. На улице не проверяли. Без клея, есть запах но это не критично. Выветриться",Нету,Понравились
5,"Достоинства:Норм
Недостатки:Дизайн 3/5
Комментарий:За свои деньги адекватная обувь, теплая но дизайн не очень ну и с размером не получилось я обычно ношу 44 но тут когбудто размер 45)) учитывая что еще с мехом внутри, даже не смотря на это верняя часть жмет и становится больно)",Норм,Дизайн 3/5,"За свои деньги адекватная обувь, теплая но дизайн не очень ну и с размером не получилось я обычно ношу 44 но тут когбудто размер 45)) учитывая что еще с мехом внутри, даже не смотря на это верняя часть жмет и становится больно)"
5,"Достоинства:Качество. Легкие. Удобные.
Недостатки:Пока не выявил.
Комментарий:Хотелось бы, что бы в ношении не подвели.",Качество. Легкие. Удобные.,Пока не выявил.,"Хотелось бы, что бы в ношении не подвели."
5,Достоинства:Красовки хорошии спасибо большое .,Красовки хорошии спасибо большое .,Нет,Нет
5,хорошие боты. 46 на 45 как тут и был. посмотрим как носится будут. а так супер,Нет,Нет,хорошие боты. 46 на 45 как тут и был. посмотрим как носится будут. а так супер
5,"Достоинства:Хорошие кроссовки, сделаны качественно, маломерят на размер, 43 заказал 44 подошли в самый раз. Покупкой доволен.","Хорошие кроссовки, сделаны качественно, маломерят на размер, 43 заказал 44 подошли в самый раз. Покупкой доволен.",Нет,Нет
3,"Достоинства:Удобные
Недостатки:Пришли в каком-то пакете обмотанный скотчем, вместо коробки. Очень сильно пахнут китаем.",Удобные,"Пришли в каком-то пакете обмотанный скотчем, вместо коробки. Очень сильно пахнут китаем.",Нет
5,"Достоинства:Симпотичные
Недостатки:Нет
Комментарий:Мужу узковаты оказались. Поэтому отказ.",Симпотичные,Нет,Мужу узковаты оказались. Поэтому отказ.
4,Достоинства:НЕ НОРМАС КРОССОВКИ 🤙🏻,НЕ НОРМАС КРОССОВКИ 🤙🏻,Нет,Нет
3,"Недостатки:Криво слеины по пяткам, китай",Нет,"Криво слеины по пяткам, китай",Нет
5,Достоинства:Достаточно качественный товар,Достаточно качественный товар,Нет,Нет
1,"Достоинства:Достоинств нет
Недостатки:Через 2 часа ношения расклеилась подошва
Комментарий:К покупке не рекомендую",Достоинств нет,Через 2 часа ношения расклеилась подошва,К покупке не рекомендую
5,Недостатки:Маломер,Нет,Маломер,Нет
5,"Достоинства:Классные кросовки! Спасибо за быструю доставку. Удобные,мягкие, тёплые. На 44 идёт 43. Заказывал 43 по факту пришёл 44, но российский 43. Очень доволен! Всё супер!","Классные кросовки! Спасибо за быструю доставку. Удобные,мягкие, тёплые. На 44 идёт 43. Заказывал 43 по факту пришёл 44, но российский 43. Очень доволен! Всё супер!",Нет,Нет
5,"Достоинства:Выглядят красиво, дорого, несмотря на приятную небольшую сумму. Очень аккуратные, как-будто не 43 размер, а 40.","Выглядят красиво, дорого, несмотря на приятную небольшую сумму. Очень аккуратные, как-будто не 43 размер, а 40.",Нет,Нет
4,"Достоинства:В целом не плохо
Недостатки:Швы сильно портят внешний вид!
Комментарий:Отказ в пользу другой модели.",В целом не плохо,Швы сильно портят внешний вид!,Отказ в пользу другой модели.
5,"Достоинства:Хорошие ботинки, качественные, теплые, но сын выбрал другие.","Хорошие ботинки, качественные, теплые, но сын выбрал другие.",Нет,Нет
5,Достоинства:Не подошли по размеру,Не подошли по размеру,Нет,Нет
5,"Достоинства:Нога спит)
Недостатки:Нет",Нога спит),Нет,Нет
5,"Красовки просто супер, сыну понравились ходит с удовольствием, спасибо большое продавцу рекомендую 👍👍👍👍👍👍👍👍👍",Нет,Нет,"Красовки просто супер, сыну понравились ходит с удовольствием, спасибо большое продавцу рекомендую 👍👍👍👍👍👍👍👍👍"
4,Достоинства:Вроде норм мужу понравились посмотрим как будут в носке,Вроде норм мужу понравились посмотрим как будут в носке,Нет,Нет
5,"Достоинства:Кроссовки на вид супер! Маломерят, на свой 42р по стопе 27см подошли в аккурат 44р.
Недостатки:Проклейка не аккуратная, но не критично, посмотрим сколько продержится.","Кроссовки на вид супер! Маломерят, на свой 42р по стопе 27см подошли в аккурат 44р.","Проклейка не аккуратная, но не критично, посмотрим сколько продержится.",Нет
5,"Достоинства:Хорошие, нам не подошёл размер","Хорошие, нам не подошёл размер",Нет,Нет
5,"Достоинства:Они шикарные, качество, мех , размер .
Недостатки:Нету
Комментарий:Очень хорошие , берите не пожалеете","Они шикарные, качество, мех , размер .",Нету,"Очень хорошие , берите не пожалеете"
5,Достоинства:Красавки по размеру теплые подошлись по ноге,Красавки по размеру теплые подошлись по ноге,Нет,Нет
2,Достоинства:Совсех старон клейи торчат 🥴,Совсех старон клейи торчат 🥴,Нет,Нет
5,Достоинства:Сыну очень понравились,Сыну очень понравились,Нет,Нет
4,"Достоинства:Только получил на вид отличные строчка ровная клея не видно
Недостатки:Без коробки отдали в пакете
Комментарий:Брал на размер больше по ноге отлично удобно по ходу эксплуотации будет видно",Только получил на вид отличные строчка ровная клея не видно,Без коробки отдали в пакете,Брал на размер больше по ноге отлично удобно по ходу эксплуотации будет видно
5,Достоинства:Класс все по размеру пришли вовремя .,Класс все по размеру пришли вовремя .,Нет,Нет
4,"Недостатки:На узкую ногу, это не 46 размер, на русский это 44.5",Нет,"На узкую ногу, это не 46 размер, на русский это 44.5",Нет
