review_rating,review_text,review_text_plus,review_text_minus,review_text_comment
5,"Достоинства:Шикарные 23 на мой 42
Недостатки:Нету",Шикарные 23 на мой 42,Нету,Нет
4,Достоинства:Не подошли,Не подошли,Нет,Нет
5,Достоинства:Подошли на 35 размер,Подошли на 35 размер,Нет,Нет
5,"Достоинства:Кеды классные, но вернули, т.к по размерной сетке нам не подошли.","Кеды классные, но вернули, т.к по размерной сетке нам не подошли.",Нет,Нет
4,"Достоинства:Легкие
Комментарий:Носков ни в одной коробке нет, их на складе вытаскивают",Легкие,Нет,"Носков ни в одной коробке нет, их на складе вытаскивают"
5,"Носились с весны до осени, выдержали",Нет,Нет,"Носились с весны до осени, выдержали"
4,Недостатки:На 38 подршли 41🤷‍♀️,Нет,На 38 подршли 41🤷‍♀️,Нет
1,"Достоинства:Нет
Недостатки:Нет некотырых швов порвалась полошва спустя 2 месяца
Комментарий:Не берите эоть и аыглядит как не паль но паль самая ностаящия",Нет,Нет некотырых швов порвалась полошва спустя 2 месяца,Не берите эоть и аыглядит как не паль но паль самая ностаящия
5,"Достоинства:Без брака
Недостатки:Нет
Комментарий:Просто не подошли по размеру",Без брака,Нет,Просто не подошли по размеру
5,Достоинства:Хорошее качество рекомендую,Хорошее качество рекомендую,Нет,Нет
1,"Достоинства:Качество норм
Недостатки:Размерная таблица ужасная, у меня 43 взял 44 и 45 размер ни одни не налезли",Качество норм,"Размерная таблица ужасная, у меня 43 взял 44 и 45 размер ни одни не налезли",Нет
5,Достоинства:Все как описывал продавец . Сын доволен,Все как описывал продавец . Сын доволен,Нет,Нет
3,"Достоинства:Кеды классные, отказ по пришине широкой ноги.","Кеды классные, отказ по пришине широкой ноги.",Нет,Нет
5,"Не подошли по размеру,а так качество нормальное",Нет,Нет,"Не подошли по размеру,а так качество нормальное"
5,"Достоинства:По размеру подошли, на счёт надёжности пока не знаю, время покажет","По размеру подошли, на счёт надёжности пока не знаю, время покажет",Нет,Нет
5,"Достоинства:Слегка маломерят, а так отлично","Слегка маломерят, а так отлично",Нет,Нет
5,Достоинства:Сын доволен,Сын доволен,Нет,Нет
5,"Достоинства:идеально подходят для скейта. стираются об наждак довольно медленно.
Недостатки:для ходьбы вряд ли подойдут, ибо не имеют амортизации. совсем. но это кеды и это нормально. опять же, то что нужно для скейта - хорошо чувствуется доска.
Комментарий:в комментариях писали, что маломерят. взял на свою 42 ногу 44 размер - в самый раз. обувь топ за свои деньги.",идеально подходят для скейта. стираются об наждак довольно медленно.,"для ходьбы вряд ли подойдут, ибо не имеют амортизации. совсем. но это кеды и это нормально. опять же, то что нужно для скейта - хорошо чувствуется доска.","в комментариях писали, что маломерят. взял на свою 42 ногу 44 размер - в самый раз. обувь топ за свои деньги."
4,"Достоинства:Ребенку понравились
Недостатки:Носки в подарок не положили.",Ребенку понравились,Носки в подарок не положили.,Нет
1,"Достоинства:Нет
Недостатки:Очень маломерят. Пошив ужас.
Комментарий:Даже если были бы как раз отказалась бы",Нет,Очень маломерят. Пошив ужас.,Даже если были бы как раз отказалась бы
5,"Большие, но качество хорошее",Нет,Нет,"Большие, но качество хорошее"
4,"Недостатки:Узкие, на подростков",Нет,"Узкие, на подростков",Нет
5,Достоинства:Норм,Норм,Нет,Нет
3,"Достоинства:Внешний вид
Недостатки:Далеко неуйдешь,ноги стер",Внешний вид,"Далеко неуйдешь,ноги стер",Нет
3,Начали рваться спустя месяц после покупки,Нет,Нет,Начали рваться спустя месяц после покупки
5,Достоинства:Сыну понравились,Сыну понравились,Нет,Нет
4,"Достоинства:Норм
Недостатки:Коробка была порвана и порезана",Норм,Коробка была порвана и порезана,Нет
5,Достоинства:Отличные кеды. Носит не снимая. Удобные,Отличные кеды. Носит не снимая. Удобные,Нет,Нет
3,"Достоинства:Цена наверное, что поносить сезон и забыть
Недостатки:45 даже не 43 по размеру и достаточно кривые","Цена наверное, что поносить сезон и забыть",45 даже не 43 по размеру и достаточно кривые,Нет
5,"своих денег стоят, качество на любителя",Нет,Нет,"своих денег стоят, качество на любителя"
1,Достоинства:Носки не было ва внутри упаковки?,Носки не было ва внутри упаковки?,Нет,Нет
1,После певого дня отклеилась подошва,Нет,Нет,После певого дня отклеилась подошва
5,"Взяли на физру, хорошо",Нет,Нет,"Взяли на физру, хорошо"
5,"Достоинства:Удобные кеды.
Недостатки:Нет.",Удобные кеды.,Нет.,Нет
5,Достоинства:Хорошего качества. Доче понравились. В размер,Хорошего качества. Доче понравились. В размер,Нет,Нет
2,"Недостатки:Швы
Комментарий:Даже примерять не стала, выглядит стремно",Нет,Швы,"Даже примерять не стала, выглядит стремно"
1,Достоинства:Натерли ногу в первый же день,Натерли ногу в первый же день,Нет,Нет
5,Недостатки:Маломерят 😔,Нет,Маломерят 😔,Нет
5,"Достоинства:отличные, удобные","отличные, удобные",Нет,Нет
5,"Достоинства:За эту цену хорошие кеды.
Недостатки:Маломерят. На 43 заказывал 45, но это не недостаток. Все вансы китайские маломерят.
Комментарий:Покупал для офиса.",За эту цену хорошие кеды.,"Маломерят. На 43 заказывал 45, но это не недостаток. Все вансы китайские маломерят.",Покупал для офиса.
4,"Пришли целые, коробка сильно помята. В целом, подошёл размер, но в ширину маловаты.",Нет,Нет,"Пришли целые, коробка сильно помята. В целом, подошёл размер, но в ширину маловаты."
5,"Достоинства:Удобные легкие, малрмерят на брать на 2 размера больше","Удобные легкие, малрмерят на брать на 2 размера больше",Нет,Нет
5,"ЛУЧШИЕ!!! Качество потрясающее (особенно за свою цену, это ОЧЕНЬ порадовало!, гоняю уже месяц, ухаживаю, смотрятся замечательно и очень удобные.",Нет,Нет,"ЛУЧШИЕ!!! Качество потрясающее (особенно за свою цену, это ОЧЕНЬ порадовало!, гоняю уже месяц, ухаживаю, смотрятся замечательно и очень удобные."
5,"Отличные кеды, рекомендую, а размер",Нет,Нет,"Отличные кеды, рекомендую, а размер"
5,Достоинства:Удобные в размер. Выглядят хорошо.,Удобные в размер. Выглядят хорошо.,Нет,Нет
1,"Достоинства:Их нет
Недостатки:Маломерят
Комментарий:Паль лютая",Их нет,Маломерят,Паль лютая
5,"Думал что маломерят и ошибся с размером, но потом пару дней походил в них, новая обувь всегда так на ноге сидит первые дни. В целом кайф выглядят, классик вэнсы",Нет,Нет,"Думал что маломерят и ошибся с размером, но потом пару дней походил в них, новая обувь всегда так на ноге сидит первые дни. В целом кайф выглядят, классик вэнсы"
5,Сыну очень понравились,Нет,Нет,Сыну очень понравились
5,"Достоинства:Кеды хорошие, в размер. Дочь довольна.","Кеды хорошие, в размер. Дочь довольна.",Нет,Нет
4,"Быстро расклеились , но за косарь большего и не светит",Нет,Нет,"Быстро расклеились , но за косарь большего и не светит"
5,👍,Нет,Нет,👍
5,"Хорошо прошитые, не кривые, качественные кеды",Нет,Нет,"Хорошо прошитые, не кривые, качественные кеды"
4,"Хорошие кеды, заказал 45 размер, длина стопы 29 см, но увы маломерят, а больше размера пока нет в продаже",Нет,Нет,"Хорошие кеды, заказал 45 размер, длина стопы 29 см, но увы маломерят, а больше размера пока нет в продаже"
1,"Здравствуйте, подскажите пожалуйста, как я могу вернуть товар и деньги, или заменить товар? Заказала те же самые кеды через «покупки», пришли вообще другие (разной толщины подошва, другой внешний вид). Нужно оформить товар по браку или как? Забирал обувь муж и выкинул коробку со штрих кодом, можно без нее вернуть или не примут?",Нет,Нет,"Здравствуйте, подскажите пожалуйста, как я могу вернуть товар и деньги, или заменить товар? Заказала те же самые кеды через «покупки», пришли вообще другие (разной толщины подошва, другой внешний вид). Нужно оформить товар по браку или как? Забирал обувь муж и выкинул коробку со штрих кодом, можно без нее вернуть или не примут?"
5,Сын носит с удовольствием,Нет,Нет,Сын носит с удовольствием
5,"Все ещкере,но чтобы были свободнее берите на размерчик больше",Нет,Нет,"Все ещкере,но чтобы были свободнее берите на размерчик больше"
5,"Отличные, красивые, но не подошел размер, к сожалению",Нет,Нет,"Отличные, красивые, но не подошел размер, к сожалению"
4,"Размер не подошёл, маленькие",Нет,Нет,"Размер не подошёл, маленькие"
4,"Стелька короткая, заменил на свою",Нет,Нет,"Стелька короткая, заменил на свою"
1,"Деньги за возврат не возвращают, воры",Нет,Нет,"Деньги за возврат не возвращают, воры"
3,"Классные кеды. Удобные, но отходили меньше сезона и начали со всех сторон расклеиваться",Нет,Нет,"Классные кеды. Удобные, но отходили меньше сезона и начали со всех сторон расклеиваться"
4,Тяжелые,Нет,Нет,Тяжелые
5,"Выглядят отлично, без брака, но очень сильно маломерят",Нет,Нет,"Выглядят отлично, без брака, но очень сильно маломерят"
5,"Кеды подошли ,очень удобные ,качество хорошее. Ребенок доволен",Нет,Нет,"Кеды подошли ,очень удобные ,качество хорошее. Ребенок доволен"
5,Маломерят,Нет,Нет,Маломерят
5,Маломерят,Нет,Нет,Маломерят
1,"Невозможно понять, какие кеды придут, с белыми кольцами для шнурков или с прорезями обычными, как это понять вообще, создайте тогда две карточки товара",Нет,Нет,"Невозможно понять, какие кеды придут, с белыми кольцами для шнурков или с прорезями обычными, как это понять вообще, создайте тогда две карточки товара"
5,"Второй раз берём. Мужу нравится, и цена, и качество",Нет,Нет,"Второй раз берём. Мужу нравится, и цена, и качество"
5,"На ноге сидят отлично, на 42 размер ноги взял 43",Нет,Нет,"На ноге сидят отлично, на 42 размер ноги взял 43"
1,"Заказал 2 размера, 44 и 45, пришли один Vvns какой то, криво накося сделанные, другие норм, но все равно очень маленькие",Нет,Нет,"Заказал 2 размера, 44 и 45, пришли один Vvns какой то, криво накося сделанные, другие норм, но все равно очень маленькие"
5,"Качество отличное, очень хорошие кеды",Нет,Нет,"Качество отличное, очень хорошие кеды"
5,Кеды супер парень доволен,Нет,Нет,Кеды супер парень доволен
5,Они просто отпадные💜💜💜,Нет,Нет,Они просто отпадные💜💜💜
3,"Заказал 45, по факту 42 размер",Нет,Нет,"Заказал 45, по факту 42 размер"
5,Спасибо за подарок очень понравился 👍,Нет,Нет,Спасибо за подарок очень понравился 👍
5,4 месяца носил и все норм,Нет,Нет,4 месяца носил и все норм
5,"Кеды кайф, особенно, учитывая, что они за 1к. Брал их, чтобы убить на доске. В целом, так и произошло. После 5 дней на доске, они начали умирать, где-то клей отошел, где-то от *** протерлась ткань (что было ожидаемо). Большего от них не ожидал. Размер подошел 1 в 1. Ради интереса сравнивали с оригинальными вансами, единственное отличие нашли только в люверсах, у оригиналов нет вставок пластмассовых.",Нет,Нет,"Кеды кайф, особенно, учитывая, что они за 1к. Брал их, чтобы убить на доске. В целом, так и произошло. После 5 дней на доске, они начали умирать, где-то клей отошел, где-то от *** протерлась ткань (что было ожидаемо). Большего от них не ожидал. Размер подошел 1 в 1. Ради интереса сравнивали с оригинальными вансами, единственное отличие нашли только в люверсах, у оригиналов нет вставок пластмассовых."
5,За 1400 отлично,Нет,Нет,За 1400 отлично
5,"На 41 взяла 42, сели отлично",Нет,Нет,"На 41 взяла 42, сели отлично"
5,"Заказываю второй раз , качество огонь , рекомендую 👍",Нет,Нет,"Заказываю второй раз , качество огонь , рекомендую 👍"
4,Кеды отличные только носки в подарок не пришли,Нет,Нет,Кеды отличные только носки в подарок не пришли
1,Маломерят,Нет,Нет,Маломерят
4,Маломерят,Нет,Нет,Маломерят
5,"Шикарны,научены опытом,сразу взял на два размера больше.",Нет,Нет,"Шикарны,научены опытом,сразу взял на два размера больше."
5,Муж носит с удовольствием,Нет,Нет,Муж носит с удовольствием
5,Отличные кеды! Дочке понравились) Спасибо производителю и продавцу!,Нет,Нет,Отличные кеды! Дочке понравились) Спасибо производителю и продавцу!
5,"Хорошие, но маломерят",Нет,Нет,"Хорошие, но маломерят"
5,Маломерит размера на 2.,Нет,Нет,Маломерит размера на 2.
3,,Нет,Нет,
