review_rating,review_text,review_text_plus,review_text_minus,review_text_comment
4,"Достоинства:Качественно сшиты
Недостатки:Тяжёлые, узкие, стелька неудобная",Качественно сшиты,"Тяжёлые, узкие, стелька неудобная",Нет
4,"Достоинства:Аккуратно сшиты, нитки не торчат, симпатичные
Недостатки:Очень тяжёлые, на узкую ногу, неудобная стелька","Аккуратно сшиты, нитки не торчат, симпатичные","Очень тяжёлые, на узкую ногу, неудобная стелька",Нет
5,"Достоинства:шикарные кроссовки, удобные легкие, ноге комфортно, рекомендуем","шикарные кроссовки, удобные легкие, ноге комфортно, рекомендуем",Нет,Нет
2,"Достоинства:Приличные с виду
Недостатки:Неудобные
Комментарий:Абсолютно дубовые. Тяжелые. Странно что маскотт такое сделал",Приличные с виду,Неудобные,Абсолютно дубовые. Тяжелые. Странно что маскотт такое сделал
5,"Кеды отличные, ошиблись с размером, перезаказ",Нет,Нет,"Кеды отличные, ошиблись с размером, перезаказ"
5,Достоинства:Кроссовки бомба))) Качество 🔥 Доволен на все 100,Кроссовки бомба))) Качество 🔥 Доволен на все 100,Нет,Нет
4,Недостатки:Размер не подошел,Нет,Размер не подошел,Нет
5,"Достоинства:Очень удобная стелька
Комментарий:Материал спилок . Очень мягкая стелька",Очень удобная стелька,Нет,Материал спилок . Очень мягкая стелька
5,Достоинства:Хорошие,Хорошие,Нет,Нет
5,"Достоинства:Качество хорошее
Комментарий:По ширине не подошли, палец упирался",Качество хорошее,Нет,"По ширине не подошли, палец упирался"
