review_rating,review_text,review_text_plus,review_text_minus,review_text_comment
5,"Достоинства:Я покупала демисезонные ботинки белого цвета с экокожи и текстиля, и вот что я могу сказать о них: В целом, я осталась довольна покупкой! Они отлично сочетаются с различными сочетаниями одежды и обеспечивают комфорт на протяжении всего дня. Рекомендую всем, кто ищет качественную и модную обувь для демисезона! 🌟👟
Недостатки:Нет
Комментарий:Хорошие","Я покупала демисезонные ботинки белого цвета с экокожи и текстиля, и вот что я могу сказать о них: В целом, я осталась довольна покупкой! Они отлично сочетаются с различными сочетаниями одежды и обеспечивают комфорт на протяжении всего дня. Рекомендую всем, кто ищет качественную и модную обувь для демисезона! 🌟👟",Нет,Хорошие
4,"Достоинства:Качество на первый взгляд хорошее.
Недостатки:Маломерят на 2 размера.",Качество на первый взгляд хорошее.,Маломерят на 2 размера.,Нет
5,"Мужу понравились, ура.",Нет,Нет,"Мужу понравились, ура."
5,"Достоинства:Красивые, отлично сидят на ноге
Комментарий:Брала сыну - он доволен","Красивые, отлично сидят на ноге",Нет,Брала сыну - он доволен
5,Достоинства:Отличные ботинки. Идут в размер.,Отличные ботинки. Идут в размер.,Нет,Нет
5,👍👍👍👍👍отличные кроссовки,Нет,Нет,👍👍👍👍👍отличные кроссовки
5,"Достоинства:Лёгкие, удобные, размер в соответствии","Лёгкие, удобные, размер в соответствии",Нет,Нет
5,"Достоинства:Качесто отличное , дизайн (то что я зотел на зиму ) очень понравился . Лучший вариант цена+качество","Качесто отличное , дизайн (то что я зотел на зиму ) очень понравился . Лучший вариант цена+качество",Нет,Нет
5,"Прям 10 из 10, сделаны 🔥всё аккуратно,смотрится отлично. Даже не сомневались, оставили 👍",Нет,Нет,"Прям 10 из 10, сделаны 🔥всё аккуратно,смотрится отлично. Даже не сомневались, оставили 👍"
5,"Достоинства:Хорошие. На ощупь вызывают доверие!
Недостатки:Подошва скользит по замершим лужам со снегом",Хорошие. На ощупь вызывают доверие!,Подошва скользит по замершим лужам со снегом,Нет
5,"Достоинства:Слегка утепленные ,в школу ходить пойдет.","Слегка утепленные ,в школу ходить пойдет.",Нет,Нет
5,Достоинства:Подошли все по размеру!,Подошли все по размеру!,Нет,Нет
5,"Достоинства:Мужу кроссовки понравились,внутри очень мягкие.Размер соответствует.","Мужу кроссовки понравились,внутри очень мягкие.Размер соответствует.",Нет,Нет
5,"Достоинства:Качество упаковки
Недостатки:Нет
Комментарий:Отказались в пользу другой модели",Качество упаковки,Нет,Отказались в пользу другой модели
3,"Достоинства:Хорошее качество
Недостатки:Таблица размеров некорректна
Комментарий:В таблице размер 42 имеет длину стопы 28 см. Это не правда. По факту, как и везде 43 размер = 27,5 см. И с этим башмаком также!!",Хорошее качество,Таблица размеров некорректна,"В таблице размер 42 имеет длину стопы 28 см. Это не правда. По факту, как и везде 43 размер = 27,5 см. И с этим башмаком также!!"
5,"Достоинства:Не плохие, подошва правда на клею, посмотрим сколько прослужат. Сыну понравились. На демисезон хорошо подойдут","Не плохие, подошва правда на клею, посмотрим сколько прослужат. Сыну понравились. На демисезон хорошо подойдут",Нет,Нет
5,"Достоинства:Товар пришел раньше. Качество не плохое. Маломерит, поэтому заказ сделали на размер больше. Все нормально.","Товар пришел раньше. Качество не плохое. Маломерит, поэтому заказ сделали на размер больше. Все нормально.",Нет,Нет
5,"Достоинства:Стильные кроссовки, не знаю как в носке проявят себя, но смотрятся отлично.","Стильные кроссовки, не знаю как в носке проявят себя, но смотрятся отлично.",Нет,Нет
5,"Хорошие, к покупке рекомендую",Нет,Нет,"Хорошие, к покупке рекомендую"
5,"Большие на размер, а качество хорошее",Нет,Нет,"Большие на размер, а качество хорошее"
5,Достоинства:Очень мягкие и удобные..на 43 заказали 44 на запас потому что тёплые.. подошли отлично!,Очень мягкие и удобные..на 43 заказали 44 на запас потому что тёплые.. подошли отлично!,Нет,Нет
5,"Достоинства:Смотрятся хорошо, подошли на широкую ногу","Смотрятся хорошо, подошли на широкую ногу",Нет,Нет
5,"Достоинства:Красивые, удобные, в размер, мужу понравились","Красивые, удобные, в размер, мужу понравились",Нет,Нет
5,Не подошёл размер,Нет,Нет,Не подошёл размер
5,Достоинства:Соответствует описанию.,Соответствует описанию.,Нет,Нет
5,"Достоинства:Не подошёл размер,перезаказала","Не подошёл размер,перезаказала",Нет,Нет
5,"Достоинства:Мужу понравились, сказал легкие, удобные. Посмотрим как будут в эксплуатации","Мужу понравились, сказал легкие, удобные. Посмотрим как будут в эксплуатации",Нет,Нет
4,"Достоинства:На вид отличные ботинки
Недостатки:Заказывали 42 размер, на коробке так и написано, по факту внутри 43 размер
Комментарий:Как такое могло произойти?",На вид отличные ботинки,"Заказывали 42 размер, на коробке так и написано, по факту внутри 43 размер",Как такое могло произойти?
5,"Размеру соответствуют, сыну понравились, надеемся крепкие",Нет,Нет,"Размеру соответствуют, сыну понравились, надеемся крепкие"
4,"Достоинства:Первое впечатление очень хорошая обувь, но не на самую широкую ступню
Недостатки:Показалось, что подошва чересчур плоская для зимы
Комментарий:Хорошая обувь, жаль не подошел размер, ступня 43.5, широкая, заказывал 44, немного жали при примерке, отказ","Первое впечатление очень хорошая обувь, но не на самую широкую ступню","Показалось, что подошва чересчур плоская для зимы","Хорошая обувь, жаль не подошел размер, ступня 43.5, широкая, заказывал 44, немного жали при примерке, отказ"
5,"Недостатки:Нео
Комментарий:Рекомендую",Нет,Нео,Рекомендую
5,"Недостатки:Нет
Комментарий:Рекомендую",Нет,Нет,Рекомендую
5,Недостатки:Маленкие,Нет,Маленкие,Нет
5,"Достоинства:Удобные, мягкие, пятка мягкая. Муж сказал, как в тапочках домашних) . На 42 й размер ноги взяли 43 размер ботинок. Рекомендую!))","Удобные, мягкие, пятка мягкая. Муж сказал, как в тапочках домашних) . На 42 й размер ноги взяли 43 размер ботинок. Рекомендую!))",Нет,Нет
5,Достоинства:Кроссы классные. Сыну понравились. Сделаны качественно.,Кроссы классные. Сыну понравились. Сделаны качественно.,Нет,Нет
5,"Достоинства:Красовки огонь🔥🔥🔥 Сшиты аккуратно, экокожа мягкая,внутри приятный утеплитель👍👍👍 Сын выкупил уже вторую пару,ждём третью😊 Как в носке, покажет время осени,думаю не подведут🤞🏻 Рекомендую. Всем- всем,спасибо🤝🏼🤝🏼🤝🏼","Красовки огонь🔥🔥🔥 Сшиты аккуратно, экокожа мягкая,внутри приятный утеплитель👍👍👍 Сын выкупил уже вторую пару,ждём третью😊 Как в носке, покажет время осени,думаю не подведут🤞🏻 Рекомендую. Всем- всем,спасибо🤝🏼🤝🏼🤝🏼",Нет,Нет
5,Достоинства:Все ок,Все ок,Нет,Нет
5,Достоинства:Хорошие кросовки но узкие,Хорошие кросовки но узкие,Нет,Нет
5,"Прикольный, но отказ пользу другой модели",Нет,Нет,"Прикольный, но отказ пользу другой модели"
5,"Достоинства:Хорошие ботинки, но не угадали с размером....рекомендую","Хорошие ботинки, но не угадали с размером....рекомендую",Нет,Нет
5,"Достоинства:Красовки, огонь🔥🔥🔥🔥🔥 Экокожа мягкая,модель аккуратная, соответствует описанию! Заказали ещё пару,серые и чёрные, обуви много не бывает!!!😊 Как будут в носке,посмотрим👌 Всем производителям, продавцу и WB,большое спасибо🤝🏼🤝🏼🤝🏼","Красовки, огонь🔥🔥🔥🔥🔥 Экокожа мягкая,модель аккуратная, соответствует описанию! Заказали ещё пару,серые и чёрные, обуви много не бывает!!!😊 Как будут в носке,посмотрим👌 Всем производителям, продавцу и WB,большое спасибо🤝🏼🤝🏼🤝🏼",Нет,Нет
5,"Достоинства:Хорошие, но муж выбрал другие. Сори.","Хорошие, но муж выбрал другие. Сори.",Нет,Нет
5,"В целом симпатичнее кроссовки. Но внутри уж очень тёплые и искусственные, при мерке очень было в них жарко. Совершенно не дышащие, даже думаю в большой мороз нога будет потеть. Ну тут на вкус и цвет, как говорится",Нет,Нет,"В целом симпатичнее кроссовки. Но внутри уж очень тёплые и искусственные, при мерке очень было в них жарко. Совершенно не дышащие, даже думаю в большой мороз нога будет потеть. Ну тут на вкус и цвет, как говорится"
4,Достоинства:Маломерки,Маломерки,Нет,Нет
4,"Достоинства:Крмсивые, понравились
Недостатки:Отказался в пользу натуральной кожи","Крмсивые, понравились",Отказался в пользу натуральной кожи,Нет
5,"Хорошие, мягкие,удобные",Нет,Нет,"Хорошие, мягкие,удобные"
4,Грубоваты,Нет,Нет,Грубоваты
5,"Достоинства:Ботинки мужу очень понравились, очень удобные. Заказ пришёл быстро, товар соответствует описанию","Ботинки мужу очень понравились, очень удобные. Заказ пришёл быстро, товар соответствует описанию",Нет,Нет
5,"Достоинства:Очень качественный товар, мужу понравились рекомендую, размер соответствует.","Очень качественный товар, мужу понравились рекомендую, размер соответствует.",Нет,Нет
5,"Достоинства:Супер , мы очень доволены.","Супер , мы очень доволены.",Нет,Нет
5,Достоинства:Классные,Классные,Нет,Нет
5,"Достоинства:Классно выглядят, модно","Классно выглядят, модно",Нет,Нет
5,"Достоинства:Мягкие, удобные","Мягкие, удобные",Нет,Нет
5,"Достоинства:Брали два размера, боялась что маломерят. Поэтому возврат другая пара 41 подошла. Красоточки красивые, смотрятся классно.","Брали два размера, боялась что маломерят. Поэтому возврат другая пара 41 подошла. Красоточки красивые, смотрятся классно.",Нет,Нет
5,"Достоинства:Не угадали с размерами.Еврозима,тонкий плюш внутри.Перезаказ","Не угадали с размерами.Еврозима,тонкий плюш внутри.Перезаказ",Нет,Нет
5,"Достоинства:Идут в размер. Мягкие, аккуратные. Спасибо","Идут в размер. Мягкие, аккуратные. Спасибо",Нет,Нет
5,"Достоинства:Выглядят хорошо
Недостатки:Мне 45 ый оказался тесен, в ширину в районе правого мизинца жмëт, рисковать на то что разносятся не стал, возврат",Выглядят хорошо,"Мне 45 ый оказался тесен, в ширину в районе правого мизинца жмëт, рисковать на то что разносятся не стал, возврат",Нет
4,"Достоинства:Красивые
Недостатки:На коробке 41ый, а ботинки 40кой, отказ",Красивые,"На коробке 41ый, а ботинки 40кой, отказ",Нет
5,"Достоинства:От данной модели отказалась, мой взъем не прошел, очень жаль . Кроссовки хорошего качества.","От данной модели отказалась, мой взъем не прошел, очень жаль . Кроссовки хорошего качества.",Нет,Нет
5,Не подошол размер,Нет,Нет,Не подошол размер
4,Заказывала кроссовки белого цвета. Возврат,Нет,Нет,Заказывала кроссовки белого цвета. Возврат
5,На узкую ногу. Качество хорошее.,Нет,Нет,На узкую ногу. Качество хорошее.
5,Отличные кроссовки!,Нет,Нет,Отличные кроссовки!
4,Спасибо упаковка хорошая. Поздно заказал они больше для зимы . Подошва доверия не внушает. Думаю зимой будет как на коньках. Но выглядят хорошо.,Нет,Нет,Спасибо упаковка хорошая. Поздно заказал они больше для зимы . Подошва доверия не внушает. Думаю зимой будет как на коньках. Но выглядят хорошо.
5,"Кроссовки суперские, мягкие, в подарок ещё положили ложечку. Спасибо производителю и продавцу!",Нет,Нет,"Кроссовки суперские, мягкие, в подарок ещё положили ложечку. Спасибо производителю и продавцу!"
5,"Кросовки демисезонные.На ноге смотрятся аккуратно.Мех внутри кроссовок не толстый,ноге комфортно.",Нет,Нет,"Кросовки демисезонные.На ноге смотрятся аккуратно.Мех внутри кроссовок не толстый,ноге комфортно."
4,Маломерки и не очень..,Нет,Нет,Маломерки и не очень..
5,"Очень крутые кроссовки,качество офигенное,на ноге очень стильно смотрятся,удобные в носке!",Нет,Нет,"Очень крутые кроссовки,качество офигенное,на ноге очень стильно смотрятся,удобные в носке!"
5,"Хорошие , но мы выбрали другие",Нет,Нет,"Хорошие , но мы выбрали другие"
5,"Стильные кроссовки!сыну очень понравились!мягкие,удобные,кожа отличная",Нет,Нет,"Стильные кроссовки!сыну очень понравились!мягкие,удобные,кожа отличная"
1,"Выглядят стильно, на плюсах - всё! После первого месяца использования - отклеился верх подошвы, после второго месяца - она просто лопнула!",Нет,Нет,"Выглядят стильно, на плюсах - всё! После первого месяца использования - отклеился верх подошвы, после второго месяца - она просто лопнула!"
5,"Бесподобные кроссовки, очень удобные, мягкие. Внутри подклад очень приятный, утепленные. Сын доволен, это самое главное.",Нет,Нет,"Бесподобные кроссовки, очень удобные, мягкие. Внутри подклад очень приятный, утепленные. Сын доволен, это самое главное."
