review_rating,review_text,review_text_plus,review_text_minus,review_text_comment
5,"по длине стопы идеально подошли, но к сожалению достаточно узкие. возврат.",Нет,Нет,"по длине стопы идеально подошли, но к сожалению достаточно узкие. возврат."
5,"Все норм, все как в описание!)",Нет,Нет,"Все норм, все как в описание!)"
5,Безумно красивые и качественные,Нет,Нет,Безумно красивые и качественные
5,Рекомендую !,Нет,Нет,Рекомендую !
5,"Хорошие, но на узкую ногу",Нет,Нет,"Хорошие, но на узкую ногу"
5,Кроссовки хорошие... На узкую ногу...,Нет,Нет,Кроссовки хорошие... На узкую ногу...
5,Удобные. Качественные Размер в размер,Нет,Нет,Удобные. Качественные Размер в размер
4,"Выглядят👍 идут размер в размер, но только на стопу с невысоким подъёмом!!! Поэтому пришлось отказаться.",Нет,Нет,"Выглядят👍 идут размер в размер, но только на стопу с невысоким подъёмом!!! Поэтому пришлось отказаться."
4,Хороший 👍,Нет,Нет,Хороший 👍
5,"Размер 44 не идет на 44, оказались малы…. Нужно заказывать 45, которых даже нет и в помине…. А так хорошие кроссы",Нет,Нет,"Размер 44 не идет на 44, оказались малы…. Нужно заказывать 45, которых даже нет и в помине…. А так хорошие кроссы"
5,"На узкую ногу ,то что надо! Красиво смотрятся! Плотно сидят!",Нет,Нет,"На узкую ногу ,то что надо! Красиво смотрятся! Плотно сидят!"
5,"Заказывала себе, но внешне, это больше для мужчин. Отказ.",Нет,Нет,"Заказывала себе, но внешне, это больше для мужчин. Отказ."
5,"Смотрятся аккуратно, удобные, взяли 🙂",Нет,Нет,"Смотрятся аккуратно, удобные, взяли 🙂"
5,Серые топ. Качество хорошее. 43 в размер,Нет,Нет,Серые топ. Качество хорошее. 43 в размер
5,👍,Нет,Нет,👍
5,"Хорошие, присутствует немного запах, но думаю это временно.",Нет,Нет,"Хорошие, присутствует немного запах, но думаю это временно."
5,"Кроссовки классные, но к сожалению оказались маловаты, подойдут только на узкую ногу, поэтому отказ",Нет,Нет,"Кроссовки классные, но к сожалению оказались маловаты, подойдут только на узкую ногу, поэтому отказ"
5,"Кроссовки хорошие,ну отдали предпочтение другой модели.",Нет,Нет,"Кроссовки хорошие,ну отдали предпочтение другой модели."
5,,Нет,Нет,
5,Ок,Нет,Нет,Ок
5,"Кроссовки отличные, рекомендую",Нет,Нет,"Кроссовки отличные, рекомендую"
5,"Отличные ботинки, но маломерят.",Нет,Нет,"Отличные ботинки, но маломерят."
5,Качество огонь! Но маломерят на 1 размер точно. Перезаказали на 2 размера больше.,Нет,Нет,Качество огонь! Но маломерят на 1 размер точно. Перезаказали на 2 размера больше.
5,"Очень понравились, удобные, но на 44размер малы",Нет,Нет,"Очень понравились, удобные, но на 44размер малы"
5,"Кроссовки отличные, очень теплые, удобные. Смотрятся на ноге стильно.",Нет,Нет,"Кроссовки отличные, очень теплые, удобные. Смотрятся на ноге стильно."
3,Маломерят,Нет,Нет,Маломерят
5,"Хорошие кросовки главное тёплые ,по размеру то что нужно спасибо",Нет,Нет,"Хорошие кросовки главное тёплые ,по размеру то что нужно спасибо"
5,"Классные, Мужчина мой доволен) первая обувь не с магазина! На узкую ногу без подъема, 39 размер на 39 само то ! Натуральные.",Нет,Нет,"Классные, Мужчина мой доволен) первая обувь не с магазина! На узкую ногу без подъема, 39 размер на 39 само то ! Натуральные."
5,Очень хорошая и удобная обувь!!! Выбрали другой немного дизайн. Спасибо производителю за качество и красоту!,Нет,Нет,Очень хорошая и удобная обувь!!! Выбрали другой немного дизайн. Спасибо производителю за качество и красоту!
5,Шикарные кроссовки! С теплым костюмом - самое оно,Нет,Нет,Шикарные кроссовки! С теплым костюмом - самое оно
5,"Сами кроссы🔥не стал снимать звезду,на узкую ногу.мне узковаты,не малы.поэтому возврат.",Нет,Нет,"Сами кроссы🔥не стал снимать звезду,на узкую ногу.мне узковаты,не малы.поэтому возврат."
5,👍👍👍👍👍👍👍👍👍,Нет,Нет,👍👍👍👍👍👍👍👍👍
5,"качество хорошее, но на узкую ногу.",Нет,Нет,"качество хорошее, но на узкую ногу."
3,Выпирает зона косточки,Нет,Нет,Выпирает зона косточки
5,Просто классные,Нет,Нет,Просто классные
5,"Удобные теплые кроссовки. Замша лтличная. Цвет совпадает с тем, что представлен. Рекомендую. Идут в размер.",Нет,Нет,"Удобные теплые кроссовки. Замша лтличная. Цвет совпадает с тем, что представлен. Рекомендую. Идут в размер."
5,"Ботинки очень хорошие, мужу понравились , всё натуральное .",Нет,Нет,"Ботинки очень хорошие, мужу понравились , всё натуральное ."
5,Кроссовки бомб но на узкую ногу .а так к покупке советую,Нет,Нет,Кроссовки бомб но на узкую ногу .а так к покупке советую
5,"Красовки огонь все как в описании , у кого уская нога сама то. Мех натуральный замша тоже. Перед выходом на улицу желательно нанести водоотталкивающую пропитку. Размер соответствует. Цвет обуви такой же как на фото.",Нет,Нет,"Красовки огонь все как в описании , у кого уская нога сама то. Мех натуральный замша тоже. Перед выходом на улицу желательно нанести водоотталкивающую пропитку. Размер соответствует. Цвет обуви такой же как на фото."
5,"Очень хорошие кроссовки, но увы на узкую ногу. Цвет соответствует фото.",Нет,Нет,"Очень хорошие кроссовки, но увы на узкую ногу. Цвет соответствует фото."
5,"Не подошёл размер. Перезаказала на размер больше. NexPero самая тёплая обувь на зиму. Приобрела больше 10 пар обуви этого бренда, и ни одного минуса не нашла!!!!",Нет,Нет,"Не подошёл размер. Перезаказала на размер больше. NexPero самая тёплая обувь на зиму. Приобрела больше 10 пар обуви этого бренда, и ни одного минуса не нашла!!!!"
5,"Не подошел размер, а так, все хорошо. Перезаказала для мужа на размер больше.",Нет,Нет,"Не подошел размер, а так, все хорошо. Перезаказала для мужа на размер больше."
