review_rating,review_text,review_text_plus,review_text_minus,review_text_comment
5,"Достоинства:Вроде не чего, сыну понравилось, посмотрим сколько проносится... Личное моё мнение, красовки так себе. Лично я бы не взяла.","Вроде не чего, сыну понравилось, посмотрим сколько проносится... Личное моё мнение, красовки так себе. Лично я бы не взяла.",Нет,Нет
5,"Достоинства:Спасибо , все отлично!!!","Спасибо , все отлично!!!",Нет,Нет
5,Достоинства:Отличные кроссы!,Отличные кроссы!,Нет,Нет
5,Достоинства:Хорошие,Хорошие,Нет,Нет
5,"Достоинства:Кросовки хорошие, просто заказывали несколько пар чтобы выбрать . Продавцу спасибо. Упакованы так себе, в пакете.","Кросовки хорошие, просто заказывали несколько пар чтобы выбрать . Продавцу спасибо. Упакованы так себе, в пакете.",Нет,Нет
5,"Достоинства:Размер подошёл, доставка за один день, косяков не обнаружено. Посмотрим как будут носиться.
Недостатки:Нет.
Комментарий:Все как на фото, без запаха.","Размер подошёл, доставка за один день, косяков не обнаружено. Посмотрим как будут носиться.",Нет.,"Все как на фото, без запаха."
5,"Достоинства:Теплые. Класс
Недостатки:Их нет
Комментарий:Сыну понравились очень тёплые. Посмотрим как будет зимой",Теплые. Класс,Их нет,Сыну понравились очень тёплые. Посмотрим как будет зимой
1,Недостатки:Качество ужасное,Нет,Качество ужасное,Нет
5,"Достоинства:За свою цену нормально
Комментарий:Не подошёл размер",За свою цену нормально,Нет,Не подошёл размер
5,"Достоинства:Хорошие, выбрала другой цвет","Хорошие, выбрала другой цвет",Нет,Нет
5,"Кроссовки классные, сыну понравились! Но окашались очень маломерки, сделаои перезаказ на 2 размера",Нет,Нет,"Кроссовки классные, сыну понравились! Но окашались очень маломерки, сделаои перезаказ на 2 размера"
5,Достоинства:Кросовки хорошие не подошол размер,Кросовки хорошие не подошол размер,Нет,Нет
2,"Недостатки:Ужасный запах, мех внутри как тряпочка
Комментарий:Больше подойдут на демисезон",Нет,"Ужасный запах, мех внутри как тряпочка",Больше подойдут на демисезон
4,"Достоинства:Хорошие, удобные,
Недостатки:Пришли в каком-то пакете маломерят","Хорошие, удобные,",Пришли в каком-то пакете маломерят,Нет
5,"Достоинства:Мужу понравились кроссовки, дальше будет видно","Мужу понравились кроссовки, дальше будет видно",Нет,Нет
4,Достоинства:Все отлично впользу других,Все отлично впользу других,Нет,Нет
4,Недостатки:Заказывал 42 пришли 43,Нет,Заказывал 42 пришли 43,Нет
5,Достоинства:Сыну понравилось,Сыну понравилось,Нет,Нет
5,Достоинства:На размер ноги 27см как раз,На размер ноги 27см как раз,Нет,Нет
5,Недостатки:Маломерят,Нет,Маломерят,Нет
2,"Недостатки:Узкие, нога по краям выше, чем в середине, давит",Нет,"Узкие, нога по краям выше, чем в середине, давит",Нет
5,Достоинства:Хорошие но маломерки,Хорошие но маломерки,Нет,Нет
5,"Достоинства:Хорошие тёплые кросовки, сын доволен","Хорошие тёплые кросовки, сын доволен",Нет,Нет
3,"Недостатки:Клей выступает за подошву.
Комментарий:Маломерит где-то на 2-3 размера,ношу 42,заказал 44 они давят на пальцы,короткие.",Нет,Клей выступает за подошву.,"Маломерит где-то на 2-3 размера,ношу 42,заказал 44 они давят на пальцы,короткие."
5,"На 45 заказал 45, подошли хорошо, на теплый носок. Внешне нормальные, клея нет, как многие пишут. Торчат нитки, но их же можно спокойно обрезать. Надеюсь за 2500 хотя бы сезон проживут",Нет,Нет,"На 45 заказал 45, подошли хорошо, на теплый носок. Внешне нормальные, клея нет, как многие пишут. Торчат нитки, но их же можно спокойно обрезать. Надеюсь за 2500 хотя бы сезон проживут"
5,"Достоинства:Кроссовки внуку понравились, по размеру подошли. В них сразу и пошел. Спасибо. Носит 42 размер, заказали 44
Недостатки:Недостатков пока нет. Посмотрим в носке.","Кроссовки внуку понравились, по размеру подошли. В них сразу и пошел. Спасибо. Носит 42 размер, заказали 44",Недостатков пока нет. Посмотрим в носке.,Нет
5,Достоинства:Хорошенькие Всё понравилось. Спасибо,Хорошенькие Всё понравилось. Спасибо,Нет,Нет
5,"Недостатки:Размер не подошёл,взяли другие",Нет,"Размер не подошёл,взяли другие",Нет
1,Недостатки:Клей видно и без коробки,Нет,Клей видно и без коробки,Нет
5,"Достоинства:Цена, внешний вид, теплые
Недостатки:Нету
Комментарий:Долго искал обувь на зиму. Остановился на этом варианте. То что тут пишут в отзывах полная дичь. Решил сам проверить и заказать. Никакого запаха на весь пвз. Нормальный покет для доставки. В большинстве случаев если обувь с коробкой, то в 50% случаев коробка на выброс, потому что вся рваная. Если вы коллекционируете коробки, то это другой вопрос :) Да клей есть на носке, но это не критично. Цена = качество. Лично я брал на зиму и грязь. Не думаю что каждый прохожий будет говорить о клее на вашей обуви. Вообще кроссовки достойные смело рекомендую к рассмотрению!","Цена, внешний вид, теплые",Нету,"Долго искал обувь на зиму. Остановился на этом варианте. То что тут пишут в отзывах полная дичь. Решил сам проверить и заказать. Никакого запаха на весь пвз. Нормальный покет для доставки. В большинстве случаев если обувь с коробкой, то в 50% случаев коробка на выброс, потому что вся рваная. Если вы коллекционируете коробки, то это другой вопрос :) Да клей есть на носке, но это не критично. Цена = качество. Лично я брал на зиму и грязь. Не думаю что каждый прохожий будет говорить о клее на вашей обуви. Вообще кроссовки достойные смело рекомендую к рассмотрению!"
3,"Недостатки:Запах сногсшибательный! Коробки нет, просто завернуты в плёнку. Купили ребенку, посмотрим, как будут в носке. Единственный плюс, они очень лёгкие.",Нет,"Запах сногсшибательный! Коробки нет, просто завернуты в плёнку. Купили ребенку, посмотрим, как будут в носке. Единственный плюс, они очень лёгкие.",Нет
5,Достоинства:Нормальные для неоригинальной продукции.,Нормальные для неоригинальной продукции.,Нет,Нет
3,"Недостатки:Дырки под шнурки не пробиты, запах сногшибательный
Комментарий:Смотрятся громоздко на ноге",Нет,"Дырки под шнурки не пробиты, запах сногшибательный",Смотрятся громоздко на ноге
2,"Недостатки:Пахнут Китаем, подошва плохая",Нет,"Пахнут Китаем, подошва плохая",Нет
5,"Не пошёл размер, очень жаль, кроссовки хорошие.",Нет,Нет,"Не пошёл размер, очень жаль, кроссовки хорошие."
5,Взял на размер больше и угадал,Нет,Нет,Взял на размер больше и угадал
3,"Достоинства:Они очень вонючие, ну а так на вид не плохие.","Они очень вонючие, ну а так на вид не плохие.",Нет,Нет
5,"Достоинства:Неплохие, просто малы, маломерят","Неплохие, просто малы, маломерят",Нет,Нет
5,"Достоинства:Хорошие теплые кроссовки, нескользящие по льду
Недостатки:Сильный запах при распаковке. Нет обувной коробки всё было запечатано в целофан
Комментарий:Удобно носить, выветриваются долго.","Хорошие теплые кроссовки, нескользящие по льду",Сильный запах при распаковке. Нет обувной коробки всё было запечатано в целофан,"Удобно носить, выветриваются долго."
2,"Недостатки:Упаковка на уровне подвального шитья и качество такое же, торчат нитки везде и клей к тому же маломерят на размер",Нет,"Упаковка на уровне подвального шитья и качество такое же, торчат нитки везде и клей к тому же маломерят на размер",Нет
5,Недостатки:Не подошел размер,Нет,Не подошел размер,Нет
3,"Недостатки:Качество низкое,торчат нитки,отказ.",Нет,"Качество низкое,торчат нитки,отказ.",Нет
1,,Нет,Нет,
2,"Достоинства:Выглядят очень сладенько,отказ в пользу другой модели","Выглядят очень сладенько,отказ в пользу другой модели",Нет,Нет
5,"Достоинства:Классные, смотрятся хорошо, ребёнок доволен.","Классные, смотрятся хорошо, ребёнок доволен.",Нет,Нет
4,"Достоинства:Лёгкие, стильные. Ребёнок доволен.
Недостатки:Сильно пахнут ни то клеем, ни то водоотталкивающей пропиткой.","Лёгкие, стильные. Ребёнок доволен.","Сильно пахнут ни то клеем, ни то водоотталкивающей пропиткой.",Нет
1,"Достоинства:Пришли раньше назначенной даты. Пришли хорошо упакованы. Заказали две пары на 39 размер 40 и 39. Подошли 39 и чуток место ещё остаётся для тёплого носка. Спасибо за быструю доставку. Ребёнок доволен. Забрали в утром, а в 13:30 он в них ушёл в школу.
Недостатки:Нет
Комментарий:Очень понравились даже маме ребёнка.","Пришли раньше назначенной даты. Пришли хорошо упакованы. Заказали две пары на 39 размер 40 и 39. Подошли 39 и чуток место ещё остаётся для тёплого носка. Спасибо за быструю доставку. Ребёнок доволен. Забрали в утром, а в 13:30 он в них ушёл в школу.",Нет,Очень понравились даже маме ребёнка.
4,"Пришли без коробки, в пакете замотанном скотчем. И сильный химический запах",Нет,Нет,"Пришли без коробки, в пакете замотанном скотчем. И сильный химический запах"
5,"Качество хорошее, понравились, но малы",Нет,Нет,"Качество хорошее, понравились, но малы"
1,"Прислали не тот размер. Заказал 46, прислали 4ë",Нет,Нет,"Прислали не тот размер. Заказал 46, прислали 4ë"
3,Достоинства:Среднее качество,Среднее качество,Нет,Нет
3,Достоинства:Среднее качество,Среднее качество,Нет,Нет
4,Недостатки:сильный запах,Нет,сильный запах,Нет
5,Отличные кросовки не угадала с размером.,Нет,Нет,Отличные кросовки не угадала с размером.
5,"Достоинства:Такие теплые,мне понравилась 🙏","Такие теплые,мне понравилась 🙏",Нет,Нет
5,"Достоинства:Сыну понравились
Недостатки:Сильный запах резины, маломерит на один размер 45 идёт на 44",Сыну понравились,"Сильный запах резины, маломерит на один размер 45 идёт на 44",Нет
5,"Достоинства:Вполне себе за такую цену
Недостатки:Маломерят на 2 размера с таблицы на сайте. У меня 43, подошёл 45, на ярлыке размер UK10 что соответствует моему размеру
Комментарий:На сезон хватит и норм.",Вполне себе за такую цену,"Маломерят на 2 размера с таблицы на сайте. У меня 43, подошёл 45, на ярлыке размер UK10 что соответствует моему размеру",На сезон хватит и норм.
4,"Достоинства:Удобные, лёгкие, ничего лишнего.
Недостатки:В язычках мех не заправлен в ткань и не прострочен. С ноской всё ""разлезется"". Рассчитываем относить по полной за сезон.
Комментарий:Маломерят на два-три размера. Нужен 41размер, в этой модели забрали 44.","Удобные, лёгкие, ничего лишнего.","В язычках мех не заправлен в ткань и не прострочен. С ноской всё ""разлезется"". Рассчитываем относить по полной за сезон.","Маломерят на два-три размера. Нужен 41размер, в этой модели забрали 44."
3,"Недостатки:Клей везде, запах ужасный на весь пункт выдачи",Нет,"Клей везде, запах ужасный на весь пункт выдачи",Нет
1,"Пришли просто в прозрачном пакете,обмотанным скотчем...уже стало неприятно!Когда открыла-реально ванючие,видно клей.Отказ! лучше переплатить,но купить хорошие!",Нет,Нет,"Пришли просто в прозрачном пакете,обмотанным скотчем...уже стало неприятно!Когда открыла-реально ванючие,видно клей.Отказ! лучше переплатить,но купить хорошие!"
1,"Недостатки:маломерят,плохо проклеены",Нет,"маломерят,плохо проклеены",Нет
5,Достоинства:Мужу понравились,Мужу понравились,Нет,Нет
5,"Достоинства:Классные, сыну понравились, размер подошел как и заказывали","Классные, сыну понравились, размер подошел как и заказывали",Нет,Нет
5,"Достоинства:Легкие, тёплые.
Недостатки:Нет
Комментарий:Сыну понравились!","Легкие, тёплые.",Нет,Сыну понравились!
5,Достоинства:Легкие и удобные,Легкие и удобные,Нет,Нет
5,Достоинства:Кроссовки бомба,Кроссовки бомба,Нет,Нет
5,"Достоинства:Хорошие, смотрятся классно) ребенок доволен надел и сразу в них пошел) поавда на один размер маломерят заказали 45-44 в итоге начали мерить 45 и даже вторые не стали открывать подошли эти.
Недостатки:Маломерки на один размер
Комментарий:Хорошие, спасибо 🥰","Хорошие, смотрятся классно) ребенок доволен надел и сразу в них пошел) поавда на один размер маломерят заказали 45-44 в итоге начали мерить 45 и даже вторые не стали открывать подошли эти.",Маломерки на один размер,"Хорошие, спасибо 🥰"
5,"Достоинства:Красивые
Недостатки:Подошва, как будто не резина , думаю будут скользкие",Красивые,"Подошва, как будто не резина , думаю будут скользкие",Нет
5,"Достоинства:Хорошие кроссы, но небольшой нюанс, маломерят на два размера. Брала сыну на 43 подошёл 45","Хорошие кроссы, но небольшой нюанс, маломерят на два размера. Брала сыну на 43 подошёл 45",Нет,Нет
4,"Достоинства:выглядят идеально, тёплые, подошва твердая, протектор хороший, на счёт скользят или нет пока что не знаю
Недостатки:торчит клей
Комментарий:был очень доволен на свой 43-44 взял 43 сели отлично","выглядят идеально, тёплые, подошва твердая, протектор хороший, на счёт скользят или нет пока что не знаю",торчит клей,был очень доволен на свой 43-44 взял 43 сели отлично
5,"Достоинства:Хорошие,но малы","Хорошие,но малы",Нет,Нет
5,"Достоинства:Ребенку 14 лет, очень понравились. Пока на улице минус 6, тепло, дальше посмотрим.","Ребенку 14 лет, очень понравились. Пока на улице минус 6, тепло, дальше посмотрим.",Нет,Нет
4,Достоинства:Маломерят,Маломерят,Нет,Нет
5,"Достоинства:Качество норм теплые и большие по виду но в нутрии все подошло как и говорили маломерят из за этого взял на размер больше должны были придти 28,5 пришли 27,5 но подошли идеально","Качество норм теплые и большие по виду но в нутрии все подошло как и говорили маломерят из за этого взял на размер больше должны были придти 28,5 пришли 27,5 но подошли идеально",Нет,Нет
1,"Достоинства:43 на 43 не идет даже для подростка
Недостатки:возврат поэтому",43 на 43 не идет даже для подростка,возврат поэтому,Нет
5,"Достоинства:Отличные теплые кроссовки, сыну понравились. Брали 44 на 43, угадали, 👍 пальчикам свободно немного.
Недостатки:Качество на 4, проклеенные подошвы, видно очень.","Отличные теплые кроссовки, сыну понравились. Брали 44 на 43, угадали, 👍 пальчикам свободно немного.","Качество на 4, проклеенные подошвы, видно очень.",Нет
5,"Достоинства:отличные кроссовки, на свой 39 заказывала 40-41(подошли отлично), кроссовки лёгкие, не ощущаются на ноге:) кроссовки просто кайф
Недостатки:минусов нет","отличные кроссовки, на свой 39 заказывала 40-41(подошли отлично), кроссовки лёгкие, не ощущаются на ноге:) кроссовки просто кайф",минусов нет,Нет
