review_rating,review_text,review_text_plus,review_text_minus
5,"Расцветка яркая, как на картинке, мягкие, качество хорошее. Не подошел размер, перезакажем на меньший.",,
4,Достоинства:Маломерят А так нормально,,
5,Недостатки:маломерят на узкую ногу,,
5,"Достоинства:плотно стдят на ноге
Недостатки:нет",,
5,"Достоинства:Сороконожки супер,удобные,сын доволен.играл в футбол просто супер",,
5,Достоинства:Пришло быстро качество хорошее для подростка самое то 👍,,
5,"Достоинства:Хорошие, но не подошёл размер",,
4,"Достоинства:Все идеально прошито
Недостатки:Не подходит по сантиметрам",,
5,"Достоинства:Они классные, ошиблись с размером ! Не подошли",,
5,"Достоинства:На вид ни плохие, посмотрим как будут в деле
Недостатки:Надевать неудобно нужна лопатка для обуви
Комментарий:Цвет яркий, ребёнку понравилось",,
5,"Достоинства:Бутсы понравились, но на высокий подъём, к сожалению, нам не подошли",,
5,"Достоинства:Все ок. В целом хорошие.
Недостатки:Таблица размеров не соответсвует 44 это не 27-27.5, это все 280 и не меньше.",,
5,Достоинства:Класные но большие отказ,,
5,"Достоинства:По газону всё отлично
Недостатки:По залу скользят",,
5,Достоинства:Хороший был но я не брала его,,
5,Достоинства:Сын доволен покупкой рекомендую 👍,,
4,Недостатки:Слишком узкий,,
5,"Недостатки:Недостатков нет тк ребенок выбрал другую расцветка, он очень крутые",,
5,Внук говорит очень удобные,,
1,Недостатки:Материал как у картона,,
5,"Достоинства:Сыну понравились бутцы. Поюс в том, что пятка мягкая, не будут натирать",,
5,"Достоинства:имба
Недостатки:не обнаружены",,
4,Недостатки:Маловаты немного оказались,,
5,Достоинства:Отличные бутсы за свои деньги,,
1,"Достоинства:Выглядят симпатично на фото
Недостатки:Обычная китайская некачественная подделка",,
5,"Достоинства:Бутсы очень хорошие пока что сыграл 3 тренировки пока что держатся
Недостатки:Нет
Комментарий:Мне понравились все смотрят и офигевают",,
5,"Достоинства:Не подошли по размеру,а так сыну понравились",,
4,"Достоинства:Жестковаты,сын выбрал другие",,
1,Достоинства:нету,,
2,"Недостатки:Отверстия под шнурки , полное 💩, если сильно зафиксировать то они порвутся",,
5,"Хорошие, по длине подошли 21 см на 34, но еле еле в них влез",,
4,50/50,,
5,Достоинства:Хорошие сороконожки,,
5,"Достоинства:Красивые и качественные
Недостатки:Нет",,
1,полное ***,,
5,Достоинства:По словам моего сына идеальны.Только мозоли начали натирать,,
5,"Ребенок доволен. Насколько их хватит, вот в чём вопрос...?",,
2,Серьезно?!Скажите что я конкурент еще. 2 звезды только за то что хорошо пошиты!,,
5,Все отлично. Рекомендую.,,
5,💪🏻🙏👌✊,,
5,"Сын доволен, это самое важное)",,
5,Класс👍,,
5,Идут в размер,,
5,Офигенный бутсы даже ещё лучше играть начел мяч только в девятку летит одни голы,,
5,"Крепкие не воняют, сын всё лето на футбольном поле пробегал",,
5,"Сыну понравились, сам их выбрал... Надеюсь, хватит на учебный год, качество хорошее",,
1,"Брал 40 размер, пришел 37",,
4,Маломерят,,
5,Отличные бутсы. Смотрим как поведут в носке,,
4,Много клея,,
4,Много клея,,
2,"На вид красивые, но хватило на 3 месяца, не стоят своих денег",,
2,Очень много клея,,
1,"Бутсы жесткие , ощущение, что из пластмассы сделаны, чтобы не портить ногу - заказывайте другие модели",,
2,"Брали по стельке, а по факту стелька не соответствует вообще",,
5,Имба,,
5,"Все класс, но не подошел размер, отказ",,
5,"Все класс, не подошел размер возврат",,
1,Очень узкие,,
5,Коассные👍,,
5,"Сыну понравились. Брали 38, небольшой запас( на 23-23,5 по стельке). Посмотрим сколько послужат)",,
5,"Хорошие бутсы, ребёнку понравились",,
4,"Размер 40, оказались тесными -узкий носок, отказ",,
5,Бытцы очень хорошие советую,,
5,Очень хорошо,,
1,"Ужасные бутсы , дико неудобные , ребенок еле обул с большим трудом , но по длинне стопы были по размеру , но из-за того ,что они очень сино узкие нога там сдавлена . Мы их выкупили так как на внешний вид ребенку очень понраились , и вроде как бутсы должны быть плотно, он пошел в них походить по покрытию и за пол часа натер ужасные мозоли из-за того что пятка внутри очень жестая и пластик давит на пятку , бегать в них точно невозможно . Хотели вереуть деньги но продавец отказал . Деньги намветер .",,
